"사용월","호선명","지하철역","유임승차인원","무임승차인원","유임하차인원","무임하차인원","작업일자"
"202607","1호선","서울역","2160777","265985","2107378","253922","20260803"
"202607","1호선","시청","695939","100342","702577","98549","20260803"
"202607","1호선","종각","1039622","157582","1024991","147651","20260803"
"202607","1호선","종로3가","482171","272919","431683","250624","20260803"
"202607","1호선","종로5가","478714","239060","468501","232008","20260803"
"202607","1호선","동대문","315415","125150","306418","124234","20260803"
"202607","1호선","신설동","319421","125501","304634","121286","20260803"
"202607","1호선","제기동","223246","243545","212399","262878","20260803"
"202607","1호선","청량리(서울시립대입구)","418639","285738","416006","287818","20260803"
"202607","1호선","동묘앞","179817","142906","196280","144449","20260803"
"202607","2호선","시청","743456","67453","691262","62267","20260803"
"202607","2호선","을지로입구","1481309","109514","1535190","101749","20260803"
"202607","2호선","을지로3가","713909","74546","729931","74531","20260803"
"202607","2호선","을지로4가","383984","76607","372695","73556","20260803"
"202607","2호선","동대문역사문화공원(DDP)","411146","71875","477086","79858","20260803"
"202607","2호선","신당","367038","96180","384503","98314","20260803"
"202607","2호선","상왕십리","362138","71941","355697","73033","20260803"
"202607","2호선","왕십리(성동구청)","431702","56768","385910","52401","20260803"
"202607","2호선","한양대","261990","14780","277097","15605","20260803"
"202607","2호선","뚝섬","672021","72047","713485","72155","20260803"
"202607","2호선","성수","1692603","104129","1822023","104494","20260803"
"202607","2호선","건대입구","1032040","99020","1085911","103695","20260803"
"202607","2호선","구의(광진구청)","758032","127967","742547","128657","20260803"
"202607","2호선","강변(동서울터미널)","721190","117901","660041","113784","20260803"
"202607","2호선","잠실나루","366903","99606","354051","98811","20260803"
"202607","2호선","잠실(송파구청)","2239752","234155","2205000","226138","20260803"
"202607","2호선","잠실새내","600014","126292","589832","125300","20260803"
"202607","2호선","종합운동장","456847","59488","506925","62293","20260803"
"202607","2호선","삼성(무역센터)","1526902","123596","1416460","106704","20260803"
"202607","2호선","선릉","1417150","256215","1242689","227265","20260803"
"202607","2호선","역삼","1274317","145903","1449306","147947","20260803"
"202607","2호선","강남","2323426","177141","2209640","150870","20260803"
"202607","2호선","교대(법원.검찰청)","725013","157987","874389","185182","20260803"
"202607","2호선","서초","554421","95636","538769","95706","20260803"
"202607","2호선","방배","375126","80656","386806","80713","20260803"
"202607","2호선","사당","1034539","231636","1160047","224248","20260803"
"202607","2호선","낙성대(강감찬)","728753","126641","698578","128429","20260803"
"202607","2호선","서울대입구(관악구청)","1211268","195185","1168767","184807","20260803"
"202607","2호선","봉천","565700","169567","522787","168778","20260803"
"202607","2호선","신림","1476209","212488","1442895","213086","20260803"
"202607","2호선","신대방","611401","134491","573885","135433","20260803"
"202607","2호선","구로디지털단지","1453648","233698","1433203","233396","20260803"
"202607","2호선","대림(구로구청)","580194","147343","592973","152103","20260803"
"202607","2호선","신도림","1206583","248885","1154016","233855","20260803"
"202607","2호선","문래","579249","93440","605659","93688","20260803"
"202607","2호선","영등포구청","563837","115729","585810","114477","20260803"
"202607","2호선","당산","486282","62126","550947","68418","20260803"
"202607","2호선","합정","901545","70203","980123","71811","20260803"
"202607","2호선","홍대입구","2210309","105121","2384214","103524","20260803"
"202607","2호선","신촌","1024752","131931","1028708","129937","20260803"
"202607","2호선","이대","418788","53857","445722","57198","20260803"
"202607","2호선","아현","256255","71550","237643","70657","20260803"
"202607","2호선","충정로(경기대입구)","251728","49315","271489","49193","20260803"
"202607","2호선","용답","69787","19174","68492","18754","20260803"
"202607","2호선","신답","42016","9964","48415","10149","20260803"
"202607","2호선","신설동","85775","34887","80352","36551","20260803"
"202607","2호선","도림천","28440","10500","29092","11474","20260803"
"202607","2호선","양천구청","139026","57949","148793","58770","20260803"
"202607","2호선","신정네거리","210121","78301","213463","80529","20260803"
"202607","2호선","용두(동대문구청)","48218","20468","45623","21763","20260803"
"202607","3호선","지축","185462","38689","191465","38715","20260803"
"202607","3호선","구파발","524382","155357","510930","149928","20260803"
"202607","3호선","연신내","847030","285714","800644","276197","20260803"
"202607","3호선","불광","332745","153449","351002","170730","20260803"
"202607","3호선","녹번","356046","86113","323051","85288","20260803"
"202607","3호선","홍제","385658","154650","355733","152094","20260803"
"202607","3호선","무악재","89071","36455","82660","38824","20260803"
"202607","3호선","독립문","162195","72634","166946","72548","20260803"
"202607","3호선","경복궁(정부서울청사)","666126","92205","674237","86540","20260803"
"202607","3호선","안국","673365","108592","688252","114168","20260803"
"202607","3호선","종로3가","265262","73101","304643","81033","20260803"
"202607","3호선","을지로3가","351858","51165","339426","47868","20260803"
"202607","3호선","충무로","156","2","0","0","20260803"
"202607","3호선","동대입구","253367","40389","273996","42758","20260803"
"202607","3호선","약수","295884","85626","293458","79080","20260803"
"202607","3호선","금호","183122","56014","168898","54967","20260803"
"202607","3호선","옥수","210625","67060","215358","67437","20260803"
"202607","3호선","압구정","802562","143587","869446","142057","20260803"
"202607","3호선","신사","711486","69040","753989","67035","20260803"
"202607","3호선","잠원","174308","46319","167522","44909","20260803"
"202607","3호선","고속터미널","1367346","262509","1292086","244396","20260803"
"202607","3호선","교대(법원.검찰청)","395023","90801","219273","52688","20260803"
"202607","3호선","남부터미널(예술의전당)","795297","137485","800044","137798","20260803"
"202607","3호선","양재(서초구청)","911748","159643","967976","159366","20260803"
"202607","3호선","매봉","294523","82762","287909","76885","20260803"
"202607","3호선","도곡","148864","31307","146377","29307","20260803"
"202607","3호선","대치","315188","76379","301622","74639","20260803"
"202607","3호선","학여울","48878","17814","49538","17746","20260803"
"202607","3호선","대청","247803","66336","228062","64965","20260803"
"202607","3호선","일원","256368","76412","253798","75691","20260803"
"202607","3호선","수서","432465","131202","424779","127783","20260803"
"202607","3호선","가락시장","186210","83066","179494","79552","20260803"
"202607","3호선","경찰병원","173555","52591","171978","54431","20260803"
"202607","3호선","오금","157124","36689","141594","35138","20260803"
"202607","4호선","불암산","205939","87644","170243","86964","20260803"
"202607","4호선","상계","431395","150589","397818","148394","20260803"
"202607","4호선","노원","515371","124668","593430","122652","20260803"
"202607","4호선","창동","522996","250298","547513","258715","20260803"
"202607","4호선","쌍문","673889","199180","610803","196150","20260803"
"202607","4호선","수유(강북구청)","809866","209519","811200","211756","20260803"
"202607","4호선","미아(서울사이버대학)","336171","133015","314568","134950","20260803"
"202607","4호선","미아사거리","585231","203949","573951","205593","20260803"
"202607","4호선","길음","493401","130615","477197","128689","20260803"
"202607","4호선","성신여대입구(돈암)","567498","101797","552435","101270","20260803"
"202607","4호선","한성대입구(삼선교)","337106","80559","323252","79256","20260803"
"202607","4호선","혜화","999337","147854","1015270","145518","20260803"
"202607","4호선","동대문","463956","162678","477552","156769","20260803"
"202607","4호선","동대문역사문화공원(DDP)","573460","89887","495686","81625","20260803"
"202607","4호선","충무로","793964","124383","826214","125992","20260803"
"202607","4호선","명동","1089347","83362","1152149","84273","20260803"
"202607","4호선","회현(남대문시장)","635608","215867","679279","216893","20260803"
"202607","4호선","서울역","354563","46818","625963","63271","20260803"
"202607","4호선","숙대입구(갈월)","389786","59036","392347","55025","20260803"
"202607","4호선","삼각지(전쟁기념관)","181620","23524","222826","25126","20260803"
"202607","4호선","신용산","642667","63393","703239","64344","20260803"
"202607","4호선","이촌(국립중앙박물관)","301320","61229","318549","63505","20260803"
"202607","4호선","동작(현충원)","40405","13412","41883","13515","20260803"
"202607","4호선","총신대입구(이수)","412282","165872","446132","176181","20260803"
"202607","4호선","사당","673744","105412","568460","106957","20260803"
"202607","4호선","남태령","33238","8922","26859","8314","20260803"
"202607","5호선","방화","146966","67519","142195","66706","20260803"
"202607","5호선","개화산","130028","51207","124467","49690","20260803"
"202607","5호선","김포공항","372991","68858","219972","51087","20260803"
"202607","5호선","송정","133994","55324","129652","53276","20260803"
"202607","5호선","마곡","422880","79708","424548","76719","20260803"
"202607","5호선","발산","575337","138421","602116","134922","20260803"
"202607","5호선","우장산","338105","113410","331705","118525","20260803"
"202607","5호선","화곡","686051","171509","631772","164357","20260803"
"202607","5호선","까치산","645192","181552","611090","182587","20260803"
"202607","5호선","신정(은행정)","326303","77723","264206","74878","20260803"
"202607","5호선","목동","390622","93533","429613","95617","20260803"
"202607","5호선","오목교(목동운동장앞)","535562","102972","573092","102665","20260803"
"202607","5호선","양평","215301","34510","211525","33918","20260803"
"202607","5호선","영등포구청","128510","22836","127853","22478","20260803"
"202607","5호선","영등포시장","268023","75562","255643","74933","20260803"
"202607","5호선","신길","140736","13524","143853","14178","20260803"
"202607","5호선","여의도","787829","62706","849794","59537","20260803"
"202607","5호선","여의나루","373344","34664","425042","33559","20260803"
"202607","5호선","마포","369086","71186","377217","70263","20260803"
"202607","5호선","공덕","368497","55747","387493","52611","20260803"
"202607","5호선","애오개","152766","43460","148304","41620","20260803"
"202607","5호선","충정로(경기대입구)","126829","18068","131456","18119","20260803"
"202607","5호선","서대문","454738","77072","466288","73363","20260803"
"202607","5호선","광화문(세종문화회관)","914031","102392","968773","99102","20260803"
"202607","5호선","종로3가","366998","95544","372648","98198","20260803"
"202607","5호선","을지로4가","160032","43304","159875","43270","20260803"
"202607","5호선","동대문역사문화공원(DDP)","87721","9390","98620","10325","20260803"
"202607","5호선","청구","81805","21326","81797","17617","20260803"
"202607","5호선","신금호","143361","42464","149435","47447","20260803"
"202607","5호선","행당","180479","55071","160597","50185","20260803"
"202607","5호선","왕십리(성동구청)","115170","29617","136183","29358","20260803"
"202607","5호선","마장","130574","46441","121191","45250","20260803"
"202607","5호선","답십리","387706","91593","340677","87970","20260803"
"202607","5호선","장한평","481909","112896","469997","116199","20260803"
"202607","5호선","군자(능동)","314431","48951","351398","52107","20260803"
"202607","5호선","아차산(어린이대공원후문)","314619","113197","310595","112532","20260803"
"202607","5호선","광나루(장신대)","254804","73519","241506","70946","20260803"
"202607","5호선","천호(풍납토성)","463827","188715","441687","186109","20260803"
"202607","5호선","강동","429811","129292","415486","125629","20260803"
"202607","5호선","길동","184125","93362","186585","95441","20260803"
"202607","5호선","굽은다리(강동구민회관앞)","204535","92275","193886","86994","20260803"
"202607","5호선","명일","168451","75271","167040","76292","20260803"
"202607","5호선","고덕","221090","87490","216205","86028","20260803"
"202607","5호선","상일동","325728","103918","308970","103209","20260803"
"202607","5호선","둔촌동","300849","107529","297232","108685","20260803"
"202607","5호선","올림픽공원(한국체대)","141021","55199","131659","53158","20260803"
"202607","5호선","방이","169736","60935","174967","60466","20260803"
"202607","5호선","오금","84681","26475","86701","25586","20260803"
"202607","5호선","개롱","134876","58188","138496","59798","20260803"
"202607","5호선","거여","217851","78078","217543","76677","20260803"
"202607","5호선","마천","149890","61820","126995","63175","20260803"
"202607","5호선","강일","130533","51392","120193","49798","20260803"
"202607","5호선","미사","446815","104101","451480","103982","20260803"
"202607","5호선","하남풍산","99907","42032","98842","41578","20260803"
"202607","5호선","하남시청(덕풍·신장)","171629","90868","156457","91305","20260803"
"202607","5호선","하남검단산","144961","63850","134314","62320","20260803"
"202607","6호선","응암","383800","142760","382832","142370","20260803"
"202607","6호선","역촌","82445","40921","100673","39762","20260803"
"202607","6호선","불광","96735","55192","93727","43953","20260803"
"202607","6호선","독바위","55264","22718","54123","28159","20260803"
"202607","6호선","연신내","76","9","0","0","20260803"
"202607","6호선","구산","179526","63649","125290","67860","20260803"
"202607","6호선","새절(신사)","278224","100162","252123","99797","20260803"
"202607","6호선","증산(명지대앞)","195526","76553","191320","76931","20260803"
"202607","6호선","디지털미디어시티","356697","64190","388445","65589","20260803"
"202607","6호선","월드컵경기장(성산)","99701","46526","105250","45104","20260803"
"202607","6호선","마포구청","349829","89424","320573","83496","20260803"
"202607","6호선","망원","402737","91733","436747","96156","20260803"
"202607","6호선","합정","368467","44114","371116","40614","20260803"
"202607","6호선","상수","293016","25587","322613","25591","20260803"
"202607","6호선","광흥창(서강)","232776","59594","217981","58436","20260803"
"202607","6호선","대흥(서강대앞)","227696","56307","238719","56568","20260803"
"202607","6호선","공덕","481380","88843","469284","83756","20260803"
"202607","6호선","효창공원앞","181520","42977","161449","39177","20260803"
"202607","6호선","삼각지(전쟁기념관)","212301","22354","191275","19176","20260803"
"202607","6호선","녹사평(용산구청)","144746","19805","151225","19173","20260803"
"202607","6호선","이태원","324935","30757","375003","30783","20260803"
"202607","6호선","한강진","271224","18472","337580","18805","20260803"
"202607","6호선","버티고개","51642","14832","49665","16861","20260803"
"202607","6호선","약수","87025","23085","87115","23310","20260803"
"202607","6호선","청구","95152","19922","88985","21959","20260803"
"202607","6호선","신당","224275","42405","228276","41670","20260803"
"202607","6호선","동묘앞","277733","72275","292278","69356","20260803"
"202607","6호선","창신","84073","20753","65754","19797","20260803"
"202607","6호선","보문","204789","36977","192799","34855","20260803"
"202607","6호선","안암(고대병원앞)","308360","42595","298460","41724","20260803"
"202607","6호선","고려대(종암)","206432","38105","195709","37825","20260803"
"202607","6호선","월곡(동덕여대)","257374","74098","246911","74053","20260803"
"202607","6호선","상월곡(한국과학기술연구원)","145578","46233","127934","44767","20260803"
"202607","6호선","돌곶이","280106","78874","257491","78405","20260803"
"202607","6호선","석계","235504","71580","240417","70099","20260803"
"202607","6호선","태릉입구","134593","36913","144223","38538","20260803"
"202607","6호선","화랑대(서울여대입구)","260350","55187","210828","50948","20260803"
"202607","6호선","봉화산(서울의료원)","188661","57699","174409","57025","20260803"
"202607","6호선","신내","45","2","0","0","20260803"
"202607","7호선","장암","66289","17499","24523","13779","20260803"
"202607","7호선","도봉산","200500","53037","223385","81036","20260803"
"202607","7호선","수락산","262169","121429","262653","122126","20260803"
"202607","7호선","마들","288281","108160","267545","106793","20260803"
"202607","7호선","노원","464638","160163","493253","161197","20260803"
"202607","7호선","중계","321856","109986","292721","107542","20260803"
"202607","7호선","하계","390322","129937","366631","125696","20260803"
"202607","7호선","공릉(서울과학기술대)","272230","89583","265030","89866","20260803"
"202607","7호선","태릉입구","194876","56776","183696","52292","20260803"
"202607","7호선","먹골","229417","81470","225008","83357","20260803"
"202607","7호선","중화","254854","78151","249860","79025","20260803"
"202607","7호선","상봉","452826","96762","438122","93172","20260803"
"202607","7호선","면목","318190","109298","305321","113504","20260803"
"202607","7호선","사가정","355304","117808","354549","120071","20260803"
"202607","7호선","용마산(용마폭포공원)","132087","39029","124306","41832","20260803"
"202607","7호선","중곡","248508","77257","231285","78432","20260803"
"202607","7호선","군자(능동)","375564","98343","289833","85647","20260803"
"202607","7호선","어린이대공원(세종대)","369844","48686","362770","47617","20260803"
"202607","7호선","건대입구","356614","77696","365071","72589","20260803"
"202607","7호선","자양(뚝섬한강공원)","251639","55977","244935","56418","20260803"
"202607","7호선","청담","447806","90124","499838","86804","20260803"
"202607","7호선","강남구청","416256","58962","474174","59510","20260803"
"202607","7호선","학동","576185","71905","597859","67582","20260803"
"202607","7호선","논현","503676","49876","529586","48448","20260803"
"202607","7호선","반포","157940","50077","151960","47304","20260803"
"202607","7호선","고속터미널","457811","90538","383410","83371","20260803"
"202607","7호선","내방","352733","89027","357277","86214","20260803"
"202607","7호선","이수","423667","98125","415053","93008","20260803"
"202607","7호선","남성","243186","87457","227371","88192","20260803"
"202607","7호선","숭실대입구(살피재)","284224","71687","281822","74163","20260803"
"202607","7호선","상도","270523","73107","262231","69364","20260803"
"202607","7호선","장승배기","214398","79266","209136","80535","20260803"
"202607","7호선","신대방삼거리","342941","105349","323772","108944","20260803"
"202607","7호선","보라매","163090","35002","170761","35617","20260803"
"202607","7호선","신풍","270671","86688","252908","85654","20260803"
"202607","7호선","대림(구로구청)","229104","56594","231675","55260","20260803"
"202607","7호선","남구로","369304","76645","388902","79233","20260803"
"202607","7호선","가산디지털단지","1107770","116871","1122632","109590","20260803"
"202607","7호선","철산","533899","130162","550048","129121","20260803"
"202607","7호선","광명사거리","491523","189002","476984","196490","20260803"
"202607","7호선","천왕","279919","73443","270349","73404","20260803"
"202607","7호선","온수(성공회대입구)","225164","50208","203266","46773","20260803"
"202607","8호선","암사역사공원","172036","41705","148462","39988","20260803"
"202607","8호선","암사","355333","123298","323323","122298","20260803"
"202607","8호선","천호(풍납토성)","433645","128365","507609","129231","20260803"
"202607","8호선","강동구청","237965","78658","244621","80213","20260803"
"202607","8호선","몽촌토성(평화의문)","211164","46268","214330","45626","20260803"
"202607","8호선","잠실(송파구청)","526558","106275","619952","104804","20260803"
"202607","8호선","석촌","207706","68559","243292","71174","20260803"
"202607","8호선","송파","225130","79930","220501","78521","20260803"
"202607","8호선","가락시장","179223","72983","202515","74673","20260803"
"202607","8호선","문정","581318","78579","611954","78862","20260803"
"202607","8호선","장지","421060","104608","391341","99101","20260803"
"202607","8호선","복정","227057","46562","189728","42494","20260803"
"202607","8호선","산성","143145","39828","145234","43503","20260803"
"202607","8호선","남한산성입구(성남법원.검찰청)","267077","81471","234081","77001","20260803"
"202607","8호선","단대오거리","258650","87589","251516","86560","20260803"
"202607","8호선","신흥","114903","53642","118012","54308","20260803"
"202607","8호선","수진","114762","54581","102803","53301","20260803"
"202607","8호선","모란","90953","65214","72948","51113","20260803"
"202607","8호선","남위례","195354","44198","194188","42641","20260803"
"202607","9호선","개화","59856","13810","39842","11665","20260803"
"202607","9호선","김포공항","161531","20753","305119","33195","20260803"
"202607","9호선","공항시장","61436","24336","65607","26127","20260803"
"202607","9호선","신방화","156229","54310","150779","54935","20260803"
"202607","9호선","마곡나루(서울식물원)","431534","53597","417378","52484","20260803"
"202607","9호선","양천향교","267065","57437","276638","57714","20260803"
"202607","9호선","가양","491712","157695","476560","153904","20260803"
"202607","9호선","증미","189961","43918","185257","44543","20260803"
"202607","9호선","등촌","276725","105209","261954","106741","20260803"
"202607","9호선","염창","453491","92408","433651","89270","20260803"
"202607","9호선","신목동","108793","30185","95214","28608","20260803"
"202607","9호선","선유도","227606","37742","209086","36975","20260803"
"202607","9호선","당산","506526","84795","494205","79124","20260803"
"202607","9호선","국회의사당","435916","69198","450619","62788","20260803"
"202607","9호선","여의도","859285","64175","826990","58351","20260803"
"202607","9호선","샛강","166722","33666","165454","33224","20260803"
"202607","9호선","노량진","736231","89386","717166","88883","20260803"
"202607","9호선","노들","112345","37758","89280","35278","20260803"
"202607","9호선","흑석(중앙대입구)","194930","66580","198711","66568","20260803"
"202607","9호선","동작(현충원)","43499","12714","37027","10695","20260803"
"202607","9호선","구반포","69114","13110","60312","12622","20260803"
"202607","9호선","신반포","117657","33123","116639","32921","20260803"
"202607","9호선","고속터미널","420614","86077","591743","104331","20260803"
"202607","9호선","사평","99789","29573","95067","29293","20260803"
"202607","9호선","신논현","910936","61619","943753","59735","20260803"
"202607","9호선2~3단계","언주","318045","36042","325334","35714","20260803"
"202607","9호선2~3단계","선정릉","268289","34431","288022","34637","20260803"
"202607","9호선2~3단계","삼성중앙","203413","34296","212320","33614","20260803"
"202607","9호선2~3단계","봉은사","645285","67555","695080","64563","20260803"
"202607","9호선2~3단계","종합운동장","141952","26347","143085","24381","20260803"
"202607","9호선2~3단계","삼전","202723","53548","191229","52154","20260803"
"202607","9호선2~3단계","석촌고분","176702","52062","172626","52015","20260803"
"202607","9호선2~3단계","석촌","250527","52690","231393","47184","20260803"
"202607","9호선2~3단계","송파나루","149312","37425","162186","39430","20260803"
"202607","9호선2~3단계","한성백제","84099","22599","76246","20433","20260803"
"202607","9호선2~3단계","올림픽공원(한국체대)","294165","86957","296119","82043","20260803"
"202607","9호선2~3단계","둔촌오륜","112133","27487","109033","28756","20260803"
"202607","9호선2~3단계","중앙보훈병원","293713","96473","246476","93372","20260803"
"202607","경강선","판교","158922","24805","159669","20730","20260803"
"202607","경강선","이매","24457","6778","20768","6708","20260803"
"202607","경강선","삼동","52293","16096","48815","16181","20260803"
"202607","경강선","경기광주","213689","40668","199621","40650","20260803"
"202607","경강선","초월","91393","19232","84107","19182","20260803"
"202607","경강선","곤지암","48581","15435","48024","15798","20260803"
"202607","경강선","신둔도예촌","34133","9539","31927","9386","20260803"
"202607","경강선","이천","75878","16771","80179","18003","20260803"
"202607","경강선","부발","61093","12791","58911","12688","20260803"
"202607","경강선","세종대왕릉","6796","4514","6587","4553","20260803"
"202607","경강선","여주","66353","23445","65927","23807","20260803"
"202607","경강선","성남","35547","8303","29992","8521","20260803"
"202607","경부선","서울역","326000","17895","109943","4923","20260803"
"202607","경부선","남영","239457","36511","251621","37935","20260803"
"202607","경부선","용산","1416229","149890","1439548","149076","20260803"
"202607","경부선","노량진","217471","40156","216479","36351","20260803"
"202607","경부선","대방","235695","60387","269714","62775","20260803"
"202607","경부선","영등포","987124","330970","995153","332739","20260803"
"202607","경부선","신도림","86154","26126","92732","30804","20260803"
"202607","경부선","신길","201740","48959","179340","45631","20260803"
"202607","경부선","구로","387310","111903","394585","109365","20260803"
"202607","경부선","가산디지털단지","431096","43464","499951","47762","20260803"
"202607","경부선","금천구청","220851","83865","225223","86106","20260803"
"202607","경부선","석수","179997","53551","164333","50977","20260803"
"202607","경부선","관악","147690","62948","146194","61475","20260803"
"202607","경부선","안양","495401","144826","478446","150184","20260803"
"202607","경부선","명학","184027","46768","182227","45829","20260803"
"202607","경부선","금정","681101","154131","694027","155397","20260803"
"202607","경부선","군포","150006","40146","145125","39327","20260803"
"202607","경부선","의왕","217247","49863","214946","49411","20260803"
"202607","경부선","성균관대","368082","69287","359432","69207","20260803"
"202607","경부선","화서","288257","53783","283624","52081","20260803"
"202607","경부선","수원","1019376","189497","1072706","191906","20260803"
"202607","경부선","독산","394719","71729","398847","73045","20260803"
"202607","경부선","세류","89041","19068","81518","18724","20260803"
"202607","경부선","병점","373337","81332","371373","81791","20260803"
"202607","경부선","세마","86153","18845","81791","17947","20260803"
"202607","경부선","오산대","93023","20097","84680","19248","20260803"
"202607","경부선","오산","266189","56636","264364","57174","20260803"
"202607","경부선","진위","39275","9820","35857","9537","20260803"
"202607","경부선","송탄","112659","23137","111049","22575","20260803"
"202607","경부선","서정리","227749","40300","214611","38970","20260803"
"202607","경부선","평택지제","133775","16494","125163","15687","20260803"
"202607","경부선","평택","323569","76834","318621","75735","20260803"
"202607","경부선","성환","96207","22756","94603","22625","20260803"
"202607","경부선","직산","25015","6263","24711","5905","20260803"
"202607","경부선","두정","183077","34073","184235","34868","20260803"
"202607","경부선","천안","133760","58829","136240","59211","20260803"
"202607","경부선","당정","131265","38341","125417","36927","20260803"
"202607","경부선","서동탄","34647","7738","28592","6900","20260803"
"202607","경부선","광명","101659","13682","84667","12698","20260803"
"202607","경원선","이촌(국립중앙박물관)","83820","33232","67436","27969","20260803"
"202607","경원선","서빙고","46868","20320","42874","19906","20260803"
"202607","경원선","한남","74905","24692","76425","23795","20260803"
"202607","경원선","옥수","1374","195","944","159","20260803"
"202607","경원선","응봉","35436","17609","28543","15517","20260803"
"202607","경원선","왕십리(성동구청)","421166","88515","434331","89626","20260803"
"202607","경원선","청량리(서울시립대입구)","390868","160460","393163","169033","20260803"
"202607","경원선","외대앞","285682","61821","277101","61979","20260803"
"202607","경원선","신이문","187552","72510","166672","70616","20260803"
"202607","경원선","석계","183748","79496","205191","83859","20260803"
"202607","경원선","광운대","179155","62227","167862","60291","20260803"
"202607","경원선","월계","120508","64185","109445","63372","20260803"
"202607","경원선","녹천","90426","41598","75542","38153","20260803"
"202607","경원선","창동","52432","22387","57584","22561","20260803"
"202607","경원선","방학","176166","121288","173141","119329","20260803"
"202607","경원선","도봉","98211","78234","92201","77716","20260803"
"202607","경원선","도봉산","117893","115727","63085","85657","20260803"
"202607","경원선","망월사","145615","80147","147799","81525","20260803"
"202607","경원선","회룡","222485","170774","216894","168930","20260803"
"202607","경원선","의정부","442545","139105","449186","137763","20260803"
"202607","경원선","가능","125005","65571","118710","65114","20260803"
"202607","경원선","녹양","86209","44429","82764","42311","20260803"
"202607","경원선","양주","142698","62554","136815","60572","20260803"
"202607","경원선","덕계","154751","42340","143287","41564","20260803"
"202607","경원선","덕정","134360","41313","124302","41211","20260803"
"202607","경원선","지행","142079","51381","142756","51183","20260803"
"202607","경원선","동두천중앙","52989","35434","49923","35492","20260803"
"202607","경원선","보산","32357","15654","29854","14665","20260803"
"202607","경원선","동두천","29754","18792","28532","19187","20260803"
"202607","경원선","소요산","12696","51328","13559","51408","20260803"
"202607","경원선","청산","2316","2381","2177","2233","20260803"
"202607","경원선","전곡","25167","14694","22910","13903","20260803"
"202607","경원선","연천","13364","24117","12729","23896","20260803"
"202607","경의선","신촌","22838","4049","29108","4971","20260803"
"202607","경의선","효창공원앞","74109","18395","84816","20621","20260803"
"202607","경의선","서강대","55832","12577","54477","11521","20260803"
"202607","경의선","가좌","128012","46754","120199","46575","20260803"
"202607","경의선","수색","71743","19695","72783","20020","20260803"
"202607","경의선","한국항공대","45626","10349","43197","9981","20260803"
"202607","경의선","강매","70560","21007","57081","19472","20260803"
"202607","경의선","행신","176243","41462","177377","42716","20260803"
"202607","경의선","능곡","93343","36692","86532","36137","20260803"
"202607","경의선","곡산","10773","6592","11460","6697","20260803"
"202607","경의선","백마","174927","43348","168654","43551","20260803"
"202607","경의선","풍산","144213","48492","134862","47619","20260803"
"202607","경의선","일산","224068","78954","219635","80419","20260803"
"202607","경의선","탄현","175625","49363","166216","48415","20260803"
"202607","경의선","야당","179345","43427","183523","43187","20260803"
"202607","경의선","운정","183862","50428","174250","49051","20260803"
"202607","경의선","금릉","113546","33851","108496","32691","20260803"
"202607","경의선","금촌","143438","53053","137477","53162","20260803"
"202607","경의선","월롱","45849","9871","39497","10049","20260803"
"202607","경의선","파주","27312","7860","21473","7187","20260803"
"202607","경의선","문산","121314","51960","117613","51678","20260803"
"202607","경의선","임진강","385","306","407","234","20260803"
"202607","경의선","운천","40","107","28","85","20260803"
"202607","경의선","서울역","73730","19383","91227","22057","20260803"
"202607","경의선","공덕","112706","17694","86888","16248","20260803"
"202607","경의선","홍대입구","67787","6376","79727","6798","20260803"
"202607","경의선","디지털미디어시티","64339","13280","58542","14308","20260803"
"202607","경의선","김포공항","1","0","0","0","20260803"
"202607","경의선","계양","2","1","0","0","20260803"
"202607","경의선","검암","2","0","0","0","20260803"
"202607","경인선","개봉","490531","187009","474870","192700","20260803"
"202607","경인선","오류동","244231","98761","221701","96950","20260803"
"202607","경인선","역곡","550637","174471","546028","180122","20260803"
"202607","경인선","부천","679335","271222","674467","275527","20260803"
"202607","경인선","송내","586654","151126","578450","149654","20260803"
"202607","경인선","부평","728925","181690","765335","185070","20260803"
"202607","경인선","백운","139369","66129","132419","65424","20260803"
"202607","경인선","동암","325071","121081","326575","121713","20260803"
"202607","경인선","주안","420031","107378","377972","95362","20260803"
"202607","경인선","제물포","233787","74148","222855","73238","20260803"
"202607","경인선","동인천","273546","125737","249156","122500","20260803"
"202607","경인선","인천","74182","45277","57577","41970","20260803"
"202607","경인선","구일","191680","51331","198534","50404","20260803"
"202607","경인선","소사","166714","69729","158967","66227","20260803"
"202607","경인선","부개","168675","79624","153497","78465","20260803"
"202607","경인선","간석","117873","53200","111052","51544","20260803"
"202607","경인선","도원","66320","32998","67395","34461","20260803"
"202607","경인선","온수(성공회대입구)","123064","55212","114634","53778","20260803"
"202607","경인선","중동","181170","89398","164478","87805","20260803"
"202607","경인선","도화","71540","44008","64583","42686","20260803"
"202607","경춘선","신내","64099","24404","60514","23807","20260803"
"202607","경춘선","갈매","55992","22399","49288","21177","20260803"
"202607","경춘선","별내","50733","23678","46913","21070","20260803"
"202607","경춘선","퇴계원","64020","35021","56683","33762","20260803"
"202607","경춘선","사릉","40317","18454","38860","18509","20260803"
"202607","경춘선","금곡","28499","19906","27422","19491","20260803"
"202607","경춘선","평내호평","132903","53203","129097","51658","20260803"
"202607","경춘선","천마산","27645","20107","24818","20140","20260803"
"202607","경춘선","마석","80515","41083","77369","40834","20260803"
"202607","경춘선","대성리","19807","6130","20231","5758","20260803"
"202607","경춘선","청평","36338","22454","35604","22221","20260803"
